"Image","Name","Price","Discount","Rating"
"https://images.meesho.com/images/products/61734407/qu3px_512.jpg","Stylish Elegant Women Dresses","₹1967","5%","3.5"
"https://images.meesho.com/images/products/61716013/xifbn_512.jpg","Classic Fashionable Women Dresses","₹199","30%","4.1"
"https://images.meesho.com/images/products/61743539/hiy7l_512.jpg","Fabulas Clothing Brand Fit And Flare Fancy Cotton Western Dress","₹602","14%","3.8"
"https://images.meesho.com/images/products/61712391/ezeyz_512.jpg","WESTERN WEAR FOR WOMAN  dresses","₹413","19%","3.8"
"https://images.meesho.com/images/products/61724491/cmepr_512.jpg","Trendy Retro Women Dresses","₹957","9%","NULL"
"https://images.meesho.com/images/products/61723927/r75yi_512.jpg","Women Maxi Dress","₹298","25%","NULL"
"https://images.meesho.com/images/products/61717045/h3anh_512.jpg","Dresses","₹618","14%","NULL"
"https://images.meesho.com/images/products/61733036/vevfm_512.jpg","Dresses","₹681","13%","3.3"
"https://images.meesho.com/images/products/61710839/ujaz2_512.jpg","Trendy Fashionista Women Dresses","₹707","12%","3.7"
"https://images.meesho.com/images/products/61736763/zla1j_512.jpg","Comfy Fashionable Women Dresses","₹243","29%","3.8"
"https://images.meesho.com/images/products/61735864/g3qcf_512.jpg","NEW ETHNIC FAB STYLISH ONE PIECE DRESS","₹187","30%","3.2"
"https://images.meesho.com/images/products/61740874/quzef_512.jpg","Trending Fashionable Women &  Girl's Black Dresses VERMA CREATION","₹467","18%","NULL"
"https://images.meesho.com/images/products/61726344/mopd7_512.jpg","Adrika Voguish Dresses","₹265","27%","4.0"
"https://images.meesho.com/images/products/61716299/4qwlc_512.jpg","Pastel Dresses","₹848","11%","4.2"
"https://images.meesho.com/images/products/61715940/j3tqv_512.jpg","RB COLLECTION DRESSES","₹222","30%","NULL"
"https://images.meesho.com/images/products/61708173/yw5on_512.jpg","Dresses","₹413","19%","3.8"
"https://images.meesho.com/images/products/61728160/j2rje_512.jpg","comfy latest women dress","₹317","24%","4.0"
"https://images.meesho.com/images/products/61747102/pdecr_512.jpg","Pretty Glamorous Women Dresses","₹375","21%","3.7"
"https://images.meesho.com/images/products/61735642/0zcmo_512.jpg","Abhisarika Sensational Dresses","₹265","27%","4.0"
"https://images.meesho.com/images/products/61704996/qiykf_512.jpg","Winter Women Full Set Dress","₹488","17%","NULL"
"https://images.meesho.com/images/products/61704652/bndj4_512.jpg","Latest Fashionable Trendy Top & Bottom Set For Girls & Women","₹568","15%","3.4"
"https://images.meesho.com/images/products/61734731/flgkr_512.jpg","Romi Refined Women Dresses and Gown","₹517","16%","3.6"
"https://images.meesho.com/images/products/61729177/scwda_512.jpg","Comfy Retro Women Dresses","₹467","18%","3.6"
"https://images.meesho.com/images/products/61723787/ycpzx_512.jpg","Fancy Feminine Women Dresses","₹416","19%","NULL"
"https://images.meesho.com/images/products/61733364/8dxyv_512.jpg","Bustier Dress with Tulle","₹1450","6%","NULL"
"https://images.meesho.com/images/products/61731300/djlo5_512.jpg","Stylish Sweater Dress","₹476","17%","NULL"
"https://images.meesho.com/images/products/61743375/cup1x_512.jpg","FANCY DRESS","₹317","24%","NULL"
"https://images.meesho.com/images/products/61708487/dvbd2_512.jpg","Lilac Ruffle Smoke Dress","₹667","13%","NULL"
"https://images.meesho.com/images/products/61727110/5xcsa_512.jpg","Zoom creation","₹567","15%","NULL"
"https://images.meesho.com/images/products/61746486/dqv2o_512.jpg","Dresses","₹1468","6%","NULL"
"https://images.meesho.com/images/products/61720447/wvvw1_512.jpg","Women Maxi Dress","₹259","28%","NULL"
"https://images.meesho.com/images/products/61728160/j2rje_512.jpg","comfy latest women dress","₹317","24%","4.0"
"https://images.meesho.com/images/products/61733666/ga3m6_512.jpg","Comfy Feminine Women Dresses","₹338","23%","3.9"
"https://images.meesho.com/images/products/61716182/jpthv_512.jpg","BLUE PRINTED DRESSES","₹764","12%","NULL"
"https://images.meesho.com/images/products/61729198/usuna_512.jpg","Stylish Modern Women Dresses","₹187","30%","3.7"
"https://images.meesho.com/images/products/61707818/qnefq_512.jpg","Mauve Solid A- Line Fit and Flare Dress","₹491","17%","3.6"
"https://images.meesho.com/images/products/61719362/tlfkc_512.jpg","Dresses","₹432","19%","3.8"
"https://images.meesho.com/images/products/61728863/lhfox_512.jpg","MARUTI FASHION Women Dresses","₹222","30%","3.5"
"https://images.meesho.com/images/products/61718985/soptw_512.jpg","Dresses","₹618","14%","NULL"
"https://images.meesho.com/images/products/61729177/scwda_512.jpg","Comfy Retro Women Dresses","₹467","18%","3.6"
"https://images.meesho.com/images/products/61737177/ocz9f_512.jpg","matkan stylish floral printed maxi dress","₹516","16%","NULL"
"https://images.meesho.com/images/products/61713225/9kver_512.jpg","Black Shirt Dress with Golden Button","₹617","14%","NULL"
"https://images.meesho.com/images/products/61713456/ahda2_512.jpg","Floral Printed Maxi Dress","₹298","25%","NULL"
"https://images.meesho.com/images/products/61622899/8rmtg_512.jpg","Classic Fabulous Women Dresses","₹471","18%","3.4"
"https://images.meesho.com/images/products/61665485/2dp9w_512.jpg","KURTA FOR WOMEN JAIPURI Dresses","₹847","11%","3.5"
"https://images.meesho.com/images/products/61611169/bo6gs_512.jpg","Multicolour Maxi Dress","₹587","15%","NULL"
"https://images.meesho.com/images/products/61691336/2ttw3_512.jpg","Plated Story westan wear Dresses","₹395","20%","NULL"
"https://images.meesho.com/images/products/61678714/q3j5d_512.jpg","western Dresses combo","₹483","17%","4.0"
"https://images.meesho.com/images/products/61678220/imp2p_512.jpg","western dress combo","₹480","17%","4.0"
"https://images.meesho.com/images/products/61729198/usuna_512.jpg","Stylish Modern Women Dresses","₹187","30%","3.7"
"https://images.meesho.com/images/products/61685467/ihpc3_512.jpg","Stylish Modern Women Dresses","₹335","23%","NULL"
"https://images.meesho.com/images/products/61728863/lhfox_512.jpg","MARUTI FASHION Women Dresses","₹222","30%","3.5"
"https://images.meesho.com/images/products/61707818/qnefq_512.jpg","Mauve Solid A- Line Fit and Flare Dress","₹491","17%","3.6"
"https://images.meesho.com/images/products/61695678/ylrws_512.jpg","Trendy Retro Women Dresses","₹223","30%","NULL"
"https://images.meesho.com/images/products/61689369/gch1u_512.jpg","Black westan wear  Dresses","₹395","20%","NULL"
"https://images.meesho.com/images/products/61698652/okwxs_512.jpg","Women's Jaipuri Printed Cotton Women Dresses","₹210","30%","NULL"
"https://images.meesho.com/images/products/61691045/jlxxk_512.jpg","short dress","₹318","24%","NULL"
"https://images.meesho.com/images/products/61681557/4urpm_512.jpg","Classic Ravishing Women Dresses","₹664","13%","4.0"
"https://images.meesho.com/images/products/61675861/xgnuf_512.jpg","GANPATI ENTERPRISE FASHION DRESS (RED)","₹367","21%","3.7"
"https://images.meesho.com/images/products/61688371/ivke8_512.jpg","Fancy Modern Women Dresses","₹276","27%","3.6"
"https://images.meesho.com/images/products/61688064/xofs4_512.jpg","Pretty Retro Women Dresses","₹363","22%","3.8"
"https://images.meesho.com/images/products/61713225/9kver_512.jpg","Black Shirt Dress with Golden Button","₹617","14%","NULL"
"https://images.meesho.com/images/products/61672630/dt0yc_512.jpg","WESTREN DRESS","₹479","17%","3.9"
"https://images.meesho.com/images/products/61680395/xjqnv_512.jpg","Women Flair Dress","₹518","16%","4.2"
"https://images.meesho.com/images/products/61673371/xoqr9_512.jpg","dress","₹365","22%","3.3"
"https://images.meesho.com/images/products/61670306/vii0b_512.jpg","Dresses","₹187","30%","3.2"
"https://images.meesho.com/images/products/61676515/jgb6m_512.jpg","Trendy Retro Women Dresses","₹367","21%","NULL"
"https://images.meesho.com/images/products/61692295/3jbzm_512.jpg","Ootptaang brand Stylish women Gown/dresses / girl dresses/Jumpsuits/Dunguree","₹216","30%","3.8"
"https://images.meesho.com/images/products/61683704/9m8ah_512.jpg","fancy elegant women dresses100","₹265","27%","4.0"
"https://images.meesho.com/images/products/61685525/a1hp6_512.jpg","stylish women dress","₹417","19%","2.7"
"https://images.meesho.com/images/products/61688280/phz7j_512.jpg","Fashionable and Trendy Smoking Dress for Women","₹195","30%","3.6"
"https://images.meesho.com/images/products/61692212/2hyft_512.jpg","Fancy Fabulous Women Dresses","₹267","27%","3.6"
"https://images.meesho.com/images/products/61671053/cus5u_512.jpg","DRESSES","₹567","15%","3.5"
"https://images.meesho.com/images/products/61666059/liauh_512.jpg","dresses","₹389","20%","4.0"
"https://images.meesho.com/images/products/61672129/xiifb_512.jpg","short dress","₹318","24%","NULL"
"https://images.meesho.com/images/products/61684345/kcmrj_512.jpg","Trendy Graceful dresses","₹197","30%","3.3"
"https://images.meesho.com/images/products/61692106/qcovh_512.jpg","keeva west Dresses","₹627","14%","3.3"
"https://images.meesho.com/images/products/61677444/r9mt8_512.jpg","Luxica, Women's Flora Print Midi Dress","₹679","13%","NULL"
"https://images.meesho.com/images/products/61680707/jblwa_512.jpg","Women's Dress","₹357","22%","3.6"
"https://images.meesho.com/images/products/61696367/f6skz_512.jpg","Classy Elegant Women Dresses","₹333","23%","3.5"
"https://images.meesho.com/images/products/61681645/sg67u_512.jpg","Layered Frill Dress","₹368","21%","3.9"
"https://images.meesho.com/images/products/61690590/6b6mp_512.jpg","Stylish Fabulous Women Dresses","₹280","26%","3.6"
"https://images.meesho.com/images/products/61683093/s00q8_512.jpg","Treandy Dresses","₹1168","8%","NULL"
"https://images.meesho.com/images/products/61395006/vzspd_512.jpg","Classy Partywear Women Dresses","₹267","27%","3.6"
"https://images.meesho.com/images/products/61670525/bgr5k_512.jpg","Dresses","₹367","21%","NULL"
"https://images.meesho.com/images/products/61670222/d1yzu_512.jpg","Party wear Sharara","₹1859","5%","NULL"
"https://images.meesho.com/images/products/61675252/svtel_512.jpg","Girls Dress - Polca Dots","₹318","24%","4.0"
"https://images.meesho.com/images/products/61690061/erqs7_512.jpg","Stylish Elegant Women Dresses","₹275","27%","3.7"
"https://images.meesho.com/images/products/61667918/pi6gq_512.jpg","Flarred Long Georgette Jacquared Gown with Crepe Inner 3/4 Sleeves","₹567","15%","3.4"
"https://images.meesho.com/images/products/61668099/e91i3_512.jpg","KURTI FOR WOMEN JAIPURI PRINTY","₹717","12%","3.5"
"https://images.meesho.com/images/products/61698658/qhitz_512.jpg","Dresses","₹627","14%","3.3"
"https://images.meesho.com/images/products/61685572/hwacu_512.jpg","Trendy Feminine Women Dresses","₹277","27%","3.7"
"https://images.meesho.com/images/products/61500060/rzsjf_512.jpg","2 pcs. combo of blast denim jacket and green strip sando dress.","₹488","17%","3.8"
"https://images.meesho.com/images/products/61666191/qj93s_512.jpg","dress","₹567","15%","3.5"
"https://images.meesho.com/images/products/61695756/aj1bc_512.jpg","Dresses","₹268","27%","NULL"
"https://images.meesho.com/images/products/61695812/otzyj_512.jpg","WHITE MESH BARDOT BODYCON DRESS","₹767","12%","3.5"
"https://images.meesho.com/images/products/61699758/6ww2c_512.jpg","Stylish Designer Women Dresses","₹1258","7%","3.9"
"https://images.meesho.com/images/products/61695798/hypcx_512.jpg","Women Dresses","₹579","15%","NULL"
"https://images.meesho.com/images/products/61526124/4rugu_512.jpg","Women stylish winter dress","₹1167","8%","2.9"
"https://images.meesho.com/images/products/61669959/l2c9d_512.jpg","dress","₹1450","6%","NULL"
"https://images.meesho.com/images/products/61691429/v5iyc_512.jpg","NEW WINTER DRESS","₹3499","3%","NULL"
"https://images.meesho.com/images/products/61666689/gkgxg_512.jpg","Dresses","₹667","13%","3.4"
"https://images.meesho.com/images/products/61691938/wswyf_512.jpg","Dresses","₹363","22%","3.8"
"https://images.meesho.com/images/products/61691669/2ogfd_512.jpg","Adrika Drishya Dresses","₹392","20%","3.3"
"https://images.meesho.com/images/products/61680911/rgvej_512.jpg","Stylish Ravishing Women Dresses","₹289","26%","NULL"
"https://images.meesho.com/images/products/61676669/xv8zr_512.jpg","5 patti lyacre dress","₹270","27%","3.7"
"https://images.meesho.com/images/products/61667199/ekqvw_512.jpg","Sasha part denim and lycra midi by High-Buy- Free size (xxs to xl)- white","₹602","14%","4.0"
"https://images.meesho.com/images/products/61670288/xnmk1_512.jpg","Reyon Embroidery Dresses","₹580","15%","NULL"
"https://images.meesho.com/images/products/61643603/dpioc_512.jpg","Dress","₹280","26%","3.7"
"https://images.meesho.com/images/products/61662691/azzaq_512.jpg","Women's Dress","₹467","18%","4.1"
"https://images.meesho.com/images/products/61680329/vyuu0_512.jpg","Dresses","₹414","19%","NULL"
"https://images.meesho.com/images/products/61695812/otzyj_512.jpg","WHITE MESH BARDOT BODYCON DRESS","₹767","12%","3.5"
"https://images.meesho.com/images/products/61683487/e25g8_512.jpg","Trendy Fashionista Women Dresses","₹267","27%","NULL"
"https://images.meesho.com/images/products/61672782/oyu6z_512.jpg","Luxica, Women's Flora Print Midi Dress","₹679","13%","NULL"
"https://images.meesho.com/images/products/61658582/bljdo_512.jpg","dresses","₹564","15%","3.4"
"https://images.meesho.com/images/products/61690339/eugnk_512.jpg","Stylish Glamorous Women Dresses","₹363","22%","3.8"
"https://images.meesho.com/images/products/61691429/v5iyc_512.jpg","NEW WINTER DRESS","₹3499","3%","NULL"
"https://images.meesho.com/images/products/61686205/nbfix_512.jpg","BEUXY Presents Knitting Fabric Knee Length Fashionable Dress for Women and Girls","₹418","19%","3.8"
"https://images.meesho.com/images/products/61694453/2fpdy_512.jpg","Valentino fabric full stitched Women's Dress","₹303","25%","3.9"
"https://images.meesho.com/images/products/61672770/tuqd6_512.jpg","WOMAN Dresses","₹415","19%","3.6"
"https://images.meesho.com/images/products/61691938/wswyf_512.jpg","Dresses","₹363","22%","3.8"
"https://images.meesho.com/images/products/61666922/fidyc_512.jpg","KURTI FOR WOMEN JAIPURI PRINT Dresses","₹567","15%","3.5"
"https://images.meesho.com/images/products/61667493/xtjzi_512.jpg","TIGAR PRINT  DRESS","₹518","16%","3.8"
"https://images.meesho.com/images/products/61664434/fhxtg_512.jpg","Pretty Partywear Women Dresses","₹389","20%","2.0"
"https://images.meesho.com/images/products/61664051/aspd4_512.jpg","Stylish Sensational Women Dresses","₹389","20%","2.0"
"https://images.meesho.com/images/products/61647556/vbume_512.jpg","dresses","₹284","26%","NULL"
"https://images.meesho.com/images/products/61650764/uzygd_512.jpg","Trendy Dresses","₹277","27%","3.4"
"https://images.meesho.com/images/products/61663982/oh2wf_512.jpg","EMBELLISHED DRESS","₹668","13%","NULL"
"https://images.meesho.com/images/products/61641417/zfclm_512.jpg","dress","₹285","26%","3.6"
"https://images.meesho.com/images/products/61656870/t8dfw_512.jpg","Raiyani Fashion Women Printed Cotton Blend Anarkali Dress","₹317","24%","3.9"
"https://images.meesho.com/images/products/61640374/qjxov_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-039","₹357","22%","NULL"
"https://images.meesho.com/images/products/61649672/jufdj_512.jpg","midi Dresses","₹267","27%","3.6"
"https://images.meesho.com/images/products/61643592/bijk9_512.jpg","Urbane Feminine Women Dresses","₹364","22%","3.4"
"https://images.meesho.com/images/products/61664275/jyz51_512.jpg","Women Sheath BLACK Dress","₹667","13%","3.8"
"https://images.meesho.com/images/products/61662104/ukm4j_512.jpg","Women's Dress","₹467","18%","4.1"
"https://images.meesho.com/images/products/61661896/oxmne_512.jpg","Women Sheath Black Dress","₹563","15%","NULL"
"https://images.meesho.com/images/products/61663152/brtd8_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-027","₹346","22%","NULL"
"https://images.meesho.com/images/products/61661155/oeb8b_512.jpg","Classic Glamorous Women Dresses","₹364","22%","3.7"
"https://images.meesho.com/images/products/61662315/s69os_512.jpg","MARUTI NANDAN FAB Women's Crepe Western Dress","₹187","30%","3.8"
"https://images.meesho.com/images/products/61660885/iuifl_512.jpg","Homeconcepts_Ethnic Were Dresses","₹1218","8%","2.9"
"https://images.meesho.com/images/products/61659671/nojps_512.jpg","Knock Knock Studio Women's Crepe Western Dress","₹187","30%","3.7"
"https://images.meesho.com/images/products/61653336/ywdvz_512.jpg","JIYA SAREES Women's Crepe Western Dress","₹187","30%","3.9"
"https://images.meesho.com/images/products/61660079/62c4x_512.jpg","Pretty Ravishing Women Dresses","₹467","18%","4.1"
"https://images.meesho.com/images/products/16484030/22b25_512.jpg","Classic Fashionable Women Tops & Tunics","₹260","28%","3.9"
"https://images.meesho.com/images/products/27945428/9877b_512.jpg","Rajasthani Print Women's Long Midi Dress Jaipuri Floral Print Cotton Maxi (Multicolor, up to 44-XXL,Free Size)","₹352","22%","NULL"
"https://images.meesho.com/images/products/61368693/icrqd_512.jpg","RB COLLECTION KURTI","₹257","28%","NULL"
"https://images.meesho.com/images/products/61382065/5caiz_512.jpg","ALISHER COLLECTION KURTIS","₹257","28%","3.8"
"https://images.meesho.com/images/products/31210704/ab728_512.jpg","Stylish Latest Women Dresses","₹339","23%","3.6"
"https://images.meesho.com/images/products/55908373/ulidx_512.jpg","Wrap Style Flared Dress","₹400","20%","3.9"
"https://images.meesho.com/images/products/55274102/tncd5_512.jpg","Designer Owmen Dresses","₹317","24%","3.5"
"https://images.meesho.com/images/products/49753919/udye3_512.jpg","Trendy Retro Women Dresses","₹541","16%","3.9"
"https://images.meesho.com/images/products/55276883/st9l2_512.jpg","Classic Feminine Women Dresses","₹187","30%","3.2"
"https://images.meesho.com/images/products/55291810/28owc_512.jpg","Designer Owmen Dresses","₹307","25%","3.5"
"https://images.meesho.com/images/products/55911597/pnelj_512.jpg","Wrap Style Flared Dress","₹400","20%","3.9"
"https://images.meesho.com/images/products/61649627/nwizo_512.jpg","Trendy Sensational Women Dresses","₹1199","8%","NULL"
"https://images.meesho.com/images/products/55285234/ynwuu_512.jpg","Designer Owmen Dresses","₹317","24%","3.5"
"https://images.meesho.com/images/products/41282573/dc7v9_512.jpg","dresses","₹267","27%","3.6"
"https://images.meesho.com/images/products/55907086/bs3zs_512.jpg","Wrap Style Flared Dresses","₹400","20%","3.9"
"https://images.meesho.com/images/products/55905576/kd2kh_512.jpg","Wrap Style Flared Dress","₹400","20%","3.9"
"https://images.meesho.com/images/products/55913757/dsmk0_512.jpg","Wrap Style Flared Dress","₹400","20%","3.9"
"https://images.meesho.com/images/products/34480313/4nsa6_512.jpg","Classic Latest Women Dresses","₹254","28%","3.8"
"https://images.meesho.com/images/products/52195571/0o7qj_512.jpg","Stylish Latest Women Dresses","₹567","15%","3.6"
"https://images.meesho.com/images/products/61368082/wcsxv_512.jpg","PANDA BEES WOMEN TWO PIECE MAXI DRESS","₹387","21%","3.7"
"https://images.meesho.com/images/products/61651992/pg1vw_512.jpg","Dresses","₹284","26%","3.7"
"https://images.meesho.com/images/products/61640823/wrai5_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-040","₹357","22%","NULL"
"https://images.meesho.com/images/products/21346564/c089c_512.jpg","Urbane Graceful Women Dresses","₹558","15%","3.5"
"https://images.meesho.com/images/products/61660261/kg6hj_512.jpg","Women's Western Party Wear Multicolor Fit And Flare Sleeveless Black and Gold Dress(Combo Pack Of 2)","₹417","19%","3.8"
"https://images.meesho.com/images/products/19969665/00361_512.jpg","Kashvi Fabulous Women's Dresses","₹750","12%","3.8"
"https://images.meesho.com/images/products/61647646/yd5za_512.jpg","Gorgeous Fabulous Women Dresses","₹563","15%","NULL"
"https://images.meesho.com/images/products/19029081/66336_512.jpg","Beautiful printed dress","₹798","11%","3.8"
"https://images.meesho.com/images/products/61645974/u8zzf_512.jpg","Jiya Kurti and dresses Women's Crepe Western Dress","₹187","30%","3.7"
"https://images.meesho.com/images/products/25909878/f0872_512.jpg","Classy Ravishing Women Dresses","₹235","30%","3.6"
"https://images.meesho.com/images/products/11218707/09030_512.jpg","Trendy Muslin Dress","₹497","17%","NULL"
"https://images.meesho.com/images/products/20089175/9f8b6_512.jpg","Aishani Fashionable Dresses","₹676","13%","3.8"
"https://images.meesho.com/images/products/61664776/siyjh_512.jpg","Women's Western Party Wear Multicolor Fit And Flare Sleeveless Navy Blue and White Dress(Combo Pack Of 2)","₹417","19%","3.8"
"https://images.meesho.com/images/products/19024469/ea449_512.jpg","Trendy Fashionable Dresses","₹795","11%","3.8"
"https://images.meesho.com/images/products/23019030/4f43b_512.jpg","Classic Fashionista Women Dresses","₹350","22%","NULL"
"https://images.meesho.com/images/products/61646830/3a20j_512.jpg","Dresses","₹360","22%","NULL"
"https://images.meesho.com/images/products/61642841/zix8h_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-041","₹397","20%","NULL"
"https://images.meesho.com/images/products/61661549/isexd_512.jpg","Dresses","₹490","17%","NULL"
"https://images.meesho.com/images/products/61652136/opot3_512.jpg","Women's Dress","₹287","26%","NULL"
"https://images.meesho.com/images/products/61649260/nfnfu_512.jpg","dresses","₹234","30%","NULL"
"https://images.meesho.com/images/products/11219601/e2166_512.jpg","Trendy Muslin Dress","₹488","17%","NULL"
"https://images.meesho.com/images/products/61564533/gawxc_512.jpg","Off Shoulder Crepe Dress","₹206","30%","3.7"
"https://images.meesho.com/images/products/61590958/kjk1j_512.jpg","dresses","₹325","24%","4.2"
"https://images.meesho.com/images/products/61631282/xquh1_512.jpg","Fancy Elegant Women Dresses","₹269","27%","3.3"
"https://images.meesho.com/images/products/61604068/ga98y_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-017","₹457","18%","NULL"
"https://images.meesho.com/images/products/61660919/r3psg_512.jpg","Trendy Sensational Women Dresses","₹563","15%","3.9"
"https://images.meesho.com/images/products/61569229/vxdfd_512.jpg","Fancy Latest Women Dresses","₹266","27%","3.6"
"https://images.meesho.com/images/products/61644915/wymaf_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-042","₹397","20%","NULL"
"https://images.meesho.com/images/products/61558166/4xcog_512.jpg","Woman's Beautiful Button-Down Top And Dresses","₹520","16%","3.7"
"https://images.meesho.com/images/products/61564541/q9aly_512.jpg","Stylish Fit & Flare Georgette Dress","₹201","30%","3.7"
"https://images.meesho.com/images/products/61646671/09ya3_512.jpg","Awex Women Sheath Dresses","₹439","19%","NULL"
"https://images.meesho.com/images/products/61590909/pdhqf_512.jpg","Aawari Set of 2 Bobbin  Dresses For Girls and Women Grey & Red","₹325","24%","4.2"
"https://images.meesho.com/images/products/61661752/eay40_512.jpg","Women's Western Party Wear Multicolor Fit And Flare Sleeveless Yellow and Dark Blue Dress(Combo Pack Of 2)","₹417","19%","3.8"
"https://images.meesho.com/images/products/61573876/vknti_512.jpg","Floral Printed Georgette Dress For Womens","₹387","21%","3.4"
"https://images.meesho.com/images/products/61591016/1yuej_512.jpg","Dresses","₹325","24%","4.2"
"https://images.meesho.com/images/products/61639280/idl8l_512.jpg","I KHODAL TRADING Women's Crepe Western Dress","₹187","30%","3.8"
"https://images.meesho.com/images/products/61599552/wqpap_512.jpg","Dresses","₹520","16%","3.6"
"https://images.meesho.com/images/products/61663633/msyut_512.jpg","Adrika Refined Dresses","₹2799","3%","NULL"
"https://images.meesho.com/images/products/61642841/zix8h_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-041","₹397","20%","NULL"
"https://images.meesho.com/images/products/61598935/axszz_512.jpg","FIRIL DESS  PLEAN","₹267","27%","3.4"
"https://images.meesho.com/images/products/61575874/l34ul_512.jpg","Trendy Dresses","₹345","22%","3.3"
"https://images.meesho.com/images/products/61590966/rfzoa_512.jpg","Dress","₹325","24%","4.2"
"https://images.meesho.com/images/products/61564534/a83g0_512.jpg","Fit & Flare Polka dress Black Perfect for any occasion","₹320","24%","3.7"
"https://images.meesho.com/images/products/61591629/xtcza_512.jpg","rainbow dresses","₹307","25%","3.4"
"https://images.meesho.com/images/products/61624310/mojyh_512.jpg","Aura - Girl Clothing Set Midi Frock Dresses for Girls of 12-18 Years","₹561","15%","4.0"
"https://images.meesho.com/images/products/61619731/mu8g5_512.jpg","Printed Georgette dress for womens","₹447","18%","3.4"
"https://images.meesho.com/images/products/61609617/kfvuz_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-022","₹457","18%","NULL"
"https://images.meesho.com/images/products/61614192/evilq_512.jpg","Manshav Clothing Brand Fit And Flare Fancy Cotton Western Dress","₹602","14%","3.6"
"https://images.meesho.com/images/products/61613888/mn0ml_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-024","₹357","22%","NULL"
"https://images.meesho.com/images/products/61634261/ec4sn_512.jpg","Banita Attractive Dresses","₹265","27%","4.0"
"https://images.meesho.com/images/products/61590994/kz1zj_512.jpg","Aawari Set of 2 Bobbin Top For Girls and Women Black & Maroon","₹325","24%","4.2"
"https://images.meesho.com/images/products/61629093/7e5pt_512.jpg","Stylish highneck dress","₹418","19%","3.6"
"https://images.meesho.com/images/products/61615370/5ewto_512.jpg","Printed Georgette Dress For Womens","₹417","19%","3.4"
"https://images.meesho.com/images/products/61595949/ddqlh_512.jpg","Aunik Store Women's Beautiful Maxi Dress in Rayon Fabric.","₹437","19%","3.6"
"https://images.meesho.com/images/products/61634524/8co84_512.jpg","AJ STYLES women's Fit And Flare Fancy Cotton Western Midi Dress","₹579","15%","3.6"
"https://images.meesho.com/images/products/61569454/gxago_512.jpg","Trendy Fashionista Women Dress","₹567","15%","3.4"
"https://images.meesho.com/images/products/61590936/0vncc_512.jpg","Aawari Set of 2 Bobbin dresses","₹325","24%","4.2"
"https://images.meesho.com/images/products/61615304/gmr1o_512.jpg","Geometric print Dresses","₹227","30%","3.7"
"https://images.meesho.com/images/products/61611315/zvnww_512.jpg","Comfy Retro Women Dresses","₹281","26%","3.6"
"https://images.meesho.com/images/products/61579245/gw7f1_512.jpg","Trendy Retro Women Dresses","₹287","26%","3.9"
"https://images.meesho.com/images/products/61633762/kvh2l_512.jpg","Stylish Graceful Women Dresses","₹338","23%","3.9"
"https://images.meesho.com/images/products/61633495/cqenv_512.jpg","NEW PARTY WEAR STYLIST FASHION SKATER ONE PIECE LOW PRICE LATEST CASUAL DRESSES FOR WOMEN INZ-037","₹357","22%","NULL"
"https://images.meesho.com/images/products/61590831/f7cyk_512.jpg","Trendy Dresses","₹325","24%","4.2"
"https://images.meesho.com/images/products/61573554/xhyha_512.jpg","western dress","₹234","30%","3.9"
"https://images.meesho.com/images/products/61631757/gquew_512.jpg","AJ STYLES Women's Fit And Flare Fancy Cotton Western Dress","₹689","13%","3.6"
"https://images.meesho.com/images/products/61604689/jxtwf_512.jpg","D - D127 vDress","₹767","12%","NULL"
"https://images.meesho.com/images/products/61577494/mlfl4_512.jpg","Fancy Sensational Women Dresses","₹282","26%","3.6"
"https://images.meesho.com/images/products/61604774/d5uw6_512.jpg","Myra Superior dresses","₹232","30%","3.8"
"https://images.meesho.com/images/products/61590986/6gmff_512.jpg","Aawari Set of 2 Bobbin Top For Girls and Women Baby Pink & Red","₹325","24%","4.2"
"https://images.meesho.com/images/products/61615164/crmqe_512.jpg","Urbane Ravishing Women Dresses","₹215","30%","3.8"
"https://images.meesho.com/images/products/61590974/5gwgi_512.jpg","Aawari Set of 2 Bobbin dressFor Girls and Women Baby Pink & Spring Onion","₹325","24%","4.2"
